Wall time,Step,Value
1775664758.7970042,7669056,602.0
1775664803.405313,7673064,602.0
1775664812.762648,7673872,602.0
1775664849.4904208,7677656,597.5900268554688
1775664858.9159613,7678688,597.5900268554688
1775664898.9819603,7682472,597.5900268554688
1775664911.090297,7683504,597.5900268554688
1775664927.1021373,7684888,592.1900024414062
1775664960.3043299,7688208,592.1900024414062
1775664975.9543383,7689704,592.1900024414062
1775665012.7864347,7693024,592.1900024414062
1775665028.381665,7694520,592.1900024414062
1775665063.9754984,7697840,590.2999877929688
1775665078.6499293,7699336,590.2999877929688
1775665117.5010412,7702656,590.2999877929688
1775665132.8968897,7704152,590.2999877929688
1775665166.5470023,7707472,590.2999877929688
1775665181.8193772,7708968,590.2999877929688
1775665216.8354177,7712288,590.2999877929688
1775665232.9226947,7713784,590.2999877929688
1775665262.2743294,7716456,586.489990234375
1775665285.054698,7718600,586.489990234375
1775665315.1273284,7721272,586.489990234375
1775665332.224193,7723416,586.489990234375
1775665359.5630023,7726088,586.489990234375
1775665375.05434,7727648,585.760009765625
1775665407.9361043,7730904,585.760009765625
1775665425.1724474,7732464,585.760009765625
1775665449.5975723,7735448,588.4199829101562
1775665468.425939,7737272,582.4099731445312
1775665494.4144108,7739576,582.4099731445312
1775665524.1755369,7742088,582.4099731445312
1775665549.4140532,7744392,587.8099975585938
1775665578.1556578,7746904,587.8099975585938
1775665603.846896,7749208,587.8099975585938
1775665629.2872553,7751720,587.8099975585938
1775665653.508644,7754024,587.8099975585938
1775665681.1351554,7756536,589.7000122070312
1775665707.1659286,7758840,589.7000122070312
1775665734.8279717,7761352,589.7000122070312
1775665759.1654096,7763656,589.7000122070312
1775665789.2919466,7766168,589.7000122070312
1775665815.9807117,7768472,589.7000122070312
1775665843.7290602,7770984,589.7000122070312
1775665870.5132623,7773288,589.7000122070312
1775665893.57171,7775800,593.510009765625
1775665915.1737971,7777664,587.5
1775665939.156328,7779824,587.5
1775665968.0769007,7782480,587.5
1775665992.4299815,7784640,587.5
1775666020.7584352,7787296,588.22998046875
1775666045.5901797,7789456,588.22998046875
1775666076.0771742,7792112,588.22998046875
1775666101.2917085,7794272,589.97998046875
1775666130.5760732,7796928,595.989990234375
1775666154.6052446,7799088,595.989990234375
1775666183.332718,7801744,595.989990234375
1775666205.3034835,7803904,595.989990234375
1775666230.2508104,7806560,595.989990234375
1775666250.6919234,7808720,595.989990234375
1775666275.4267519,7811376,595.989990234375
1775666295.5364995,7813536,595.989990234375
1775666318.6443205,7816192,595.989990234375
1775666334.2267616,7818352,595.989990234375
1775666359.076058,7821008,595.989990234375
1775666378.9599888,7823168,595.989990234375
1775666403.739195,7825824,595.989990234375
1775666422.1139495,7827984,595.989990234375
1775666446.864454,7830640,595.989990234375
1775666467.002259,7832800,595.989990234375
1775666491.4916553,7835456,595.989990234375
1775666511.6397507,7837616,602.0
1775666536.3645868,7840272,602.0
1775666555.4556293,7842328,597.9000244140625
1775666577.5543625,7844680,597.9000244140625
1775666600.3359365,7847144,597.9000244140625
1775666622.1871223,7849496,597.9000244140625
1775666645.0923426,7851960,597.9000244140625
1775666666.9230983,7854312,597.9000244140625
1775666690.253866,7856776,597.9000244140625
1775666712.225744,7859128,597.9000244140625
1775666735.0094483,7861592,597.9000244140625
1775666756.074025,7863944,597.9000244140625
1775666779.2020621,7866408,597.9000244140625
1775666801.248517,7868760,597.9000244140625
1775666816.5769103,7870384,592.2000122070312
1775666833.2351716,7872136,592.2000122070312
1775666862.1189625,7875200,592.2000122070312
1775666878.348286,7876952,592.2000122070312
1775666906.5748756,7879928,586.7999877929688
1775666924.1213303,7881768,586.7999877929688
1775666951.6246188,7884744,586.7999877929688
1775666968.7656999,7886584,586.7999877929688
1775666996.8260689,7889560,586.7999877929688
1775667014.3175685,7891400,586.7999877929688
1775667042.246941,7894376,586.7999877929688
1775667059.3115919,7896216,586.7999877929688
1775667087.1610527,7899192,586.7999877929688
1775667105.463832,7901032,590.9000244140625
1775667133.5179842,7904008,590.9000244140625
1775667150.7015345,7905848,590.9000244140625
1775667178.350814,7908824,590.9000244140625
1775667195.3919268,7910664,590.9000244140625
1775667222.9492984,7913640,590.9000244140625
1775667240.3738627,7915480,590.9000244140625
1775667268.5724103,7918456,590.9000244140625
1775667285.807234,7920296,590.9000244140625
1775667313.8292866,7923272,590.9000244140625
1775667331.001401,7925112,590.9000244140625
1775667358.8744001,7928088,590.9000244140625
1775667376.1319568,7929928,596.5999755859375
1775667397.3024557,7932216,591.9600219726562
1775667413.2176304,7933936,591.9600219726562
1775667461.6778445,7937032,591.9600219726562
1775667495.7635705,7938752,597.3599853515625
1775667544.2740414,7941848,597.3599853515625
1775667574.1283605,7943464,591.3499755859375
1775667608.5157394,7946392,591.3499755859375
1775667632.5267208,7948280,591.3499755859375
1775667665.7788055,7950776,587.22998046875
1775667683.6461496,7952256,587.22998046875
1775667720.202464,7955592,587.22998046875
1775667737.452182,7957072,587.22998046875
1775667768.9665365,7960344,584.0900268554688
1775667789.6027286,7961888,584.0900268554688
1775667820.686996,7964208,581.9400024414062
1775667850.309223,7966704,581.9400024414062
1775667874.0399141,7969024,581.9400024414062
1775667898.141033,7971520,581.9400024414062
1775667921.0103316,7973840,581.9400024414062
1775667945.0567763,7976336,581.9400024414062
1775667966.3710308,7978656,581.9400024414062
1775668001.7932463,7981152,581.9400024414062
1775668028.2741418,7983472,581.9400024414062
1775668045.9573247,7985184,578.1799926757812
1775668077.8171215,7988288,578.1799926757812
1775668094.2276886,7990000,582.8200073242188
1775668124.4843647,7993104,582.8200073242188
1775668142.8917544,7994816,582.8200073242188
1775668192.1562748,7997920,582.8200073242188
1775668224.0309372,7999632,582.8200073242188
1775668918.8022459,8004816,588.8300170898438
1775668966.6222816,8009632,592.9500122070312
1775669024.1582887,8014448,592.9500122070312
1775669072.4276183,8019264,596.0900268554688
1775669123.3698356,8024080,598.239990234375
1775669171.5345337,8028896,598.239990234375
1775669221.425596,8033712,598.239990234375
1775669271.6052976,8038528,598.239990234375
1775669319.6533952,8043344,598.239990234375
1775669373.0183847,8048160,602.0
1775669422.6089287,8052976,602.0
1775669470.8246102,8057792,602.0
1775669521.5800068,8062608,602.0
1775669570.061286,8067424,602.0
1775669615.0519612,8072240,602.0
1775669659.4968524,8077056,602.0
1775669704.6187246,8081872,602.0
1775669748.6761603,8086688,602.0
1775669793.5733476,8091504,602.0
1775669838.7206495,8096320,602.0
1775669884.2287953,8101136,602.0
1775669929.0575054,8105952,602.0
1775669973.5253103,8110768,602.0
1775670018.602726,8115584,602.0
1775670063.3243146,8120400,602.0
1775670107.7163117,8125216,602.0
1775670152.7880087,8130032,602.0
1775670197.1373703,8134848,602.0
1775670242.1173127,8139664,602.0
1775670287.0054355,8144480,602.0
1775670331.581757,8149296,602.0
1775670376.9852376,8154112,602.0
1775670420.435537,8158928,602.0
1775670465.2564542,8163744,602.0
1775670510.3455741,8168560,602.0
1775670555.477436,8173376,602.0
1775670606.8298283,8178192,602.0
1775670656.4243038,8183008,602.0
1775670706.3004935,8187824,602.0
1775670753.1933656,8192640,602.0
1775670797.4029624,8197456,602.0
1775670844.6240053,8202272,602.0
1775670884.7379096,8207088,602.0
1775670932.9197364,8211904,602.0
1775670970.582786,8216720,602.0
1775671019.0793421,8221536,602.0
1775671060.3941567,8226352,602.0
1775671103.039862,8231168,602.0
1775671149.3805072,8235984,602.0
1775671188.7595031,8240800,602.0
1775671235.2050061,8245616,602.0
1775671277.6833808,8250432,602.0
1775671319.7900448,8255248,602.0
1775671366.1673667,8260064,602.0
1775671405.356531,8264880,602.0
1775671450.8459296,8269696,602.0
1775671494.0236492,8274512,602.0
1775671537.6653428,8279328,602.0
1775671584.072961,8284144,602.0
1775671624.0789032,8288960,602.0
1775671672.6096015,8293776,602.0
1775671714.1441264,8298592,602.0
1775671761.8739345,8303408,602.0
1775671805.303529,8308224,602.0
1775671846.467089,8313040,602.0
1775671897.183917,8317856,602.0
1775671937.3852365,8322672,602.0
1775671984.344546,8327488,602.0
1775672027.014043,8332304,602.0
1775672068.0921426,8337120,602.0
1775672116.1777277,8341936,602.0
1775672155.4748702,8346752,602.0
1775672201.9708712,8351568,602.0
1775672244.2043629,8356384,602.0
1775672284.8849766,8361200,602.0
1775672331.4338536,8366016,602.0
1775672371.2335086,8370832,602.0
1775672415.2035913,8375648,602.0
1775672458.138654,8380464,602.0
1775672497.6457856,8385280,602.0
1775672544.3298168,8390096,602.0
1775672583.770768,8394912,602.0
1775672623.4097154,8399728,602.0
1775672671.1808414,8404544,602.0
1775672711.1161723,8409360,602.0
1775672753.4151633,8414176,602.0
1775672797.5789227,8418992,602.0
1775672836.8321655,8423808,602.0
1775672881.9127765,8428624,602.0
1775672922.914141,8433440,602.0
1775672962.4721453,8438256,602.0
1775673009.0313625,8443072,602.0
1775673048.3196611,8447888,602.0
1775673092.1363537,8452704,602.0
1775673142.122665,8457520,602.0
1775673182.8378663,8462336,602.0
1775673232.7172968,8467152,602.0
1775673276.1302187,8471968,602.0
1775673322.971517,8476784,602.0
1775673370.8765693,8481600,602.0
1775673413.9130065,8486416,602.0
1775673464.02869,8491232,602.0
1775673508.3646214,8496048,602.0
1775673559.4605055,8500864,602.0
1775673606.979006,8505680,602.0
1775673657.5604997,8510496,602.0
1775673707.8667023,8515312,602.0
1775673758.187595,8520128,602.0
1775673808.1376798,8524944,602.0
1775673856.6496515,8529760,602.0
1775673895.940667,8534576,602.0
1775673940.2404437,8539392,602.0
1775673984.7051442,8544208,602.0
1775674029.77583,8549024,602.0
1775674074.7745736,8553840,602.0
1775674119.0794823,8558656,602.0
1775674163.9189136,8563472,602.0
1775674207.0850153,8568288,602.0
1775674244.3750045,8573104,602.0
1775674287.8926663,8577920,602.0
1775674327.3606813,8582736,602.0
1775674364.6327753,8587552,602.0
1775674408.9546297,8592368,602.0
1775674444.2082756,8597184,602.0
1775674486.602895,8602000,602.0
1775730561.2144904,8604816,602.0
1775730607.8538737,8609632,602.0
1775730652.326676,8614448,602.0
1775730696.7968981,8619264,602.0
1775730740.995664,8624080,602.0
1775730785.3819869,8628896,602.0
1775730829.134439,8633712,602.0
1775730873.2590096,8638528,602.0
1775730917.8313324,8643344,602.0
1775730961.7368064,8648160,602.0
1775731005.9847226,8652976,602.0
1775731050.3160655,8657792,602.0
1775731094.7227535,8662608,602.0
1775731139.647649,8667424,602.0
1775731184.1559606,8672240,602.0
1775731228.2392054,8677056,602.0
1775731273.0635083,8681872,602.0
1775731318.0668657,8686688,602.0
1775731362.678114,8691504,602.0
1775731407.6433945,8696320,602.0
1775731452.827702,8701136,602.0
1775731497.9326515,8705952,602.0
1775731542.3462982,8710768,602.0
1775731587.0947666,8715584,602.0
1775731631.3470576,8720400,602.0
1775731675.2355921,8725216,602.0
1775731719.6585348,8730032,602.0
1775731764.0077631,8734848,602.0
1775731808.5062134,8739664,602.0
1775731852.5233047,8744480,602.0
1775731896.8027234,8749296,602.0
1775731940.8283248,8754112,602.0
1775731984.9916313,8758928,602.0
1775732029.2893648,8763744,602.0
1775732073.7303283,8768560,602.0
1775732118.4890118,8773376,602.0
1775732162.6100476,8778192,602.0
1775732206.4885688,8783008,602.0
1775732250.6946814,8787824,602.0
1775732294.614469,8792640,602.0
1775732338.7003891,8797456,602.0
1775732382.732961,8802272,602.0
1775732427.1632402,8807088,602.0
1775732470.8792348,8811904,602.0
1775732515.3798902,8816720,602.0
1775732559.664903,8821536,602.0
1775732603.8877752,8826352,602.0
1775732648.18246,8831168,602.0
1775732692.4554703,8835984,602.0
1775732736.669842,8840800,602.0
1775732781.028865,8845616,602.0
1775732825.049748,8850432,602.0
1775732869.2302186,8855248,602.0
1775732913.6623409,8860064,602.0
1775732957.5088246,8864880,602.0
1775733001.9041584,8869696,602.0
1775733046.0370681,8874512,602.0
1775733090.363846,8879328,602.0
1775733134.3687463,8884144,602.0
1775733178.4799914,8888960,602.0
1775733223.7497134,8893776,602.0
1775733268.0463789,8898592,602.0
1775733312.3483415,8903408,602.0
1775733356.4721985,8908224,602.0
1775733400.5526555,8913040,602.0
1775733444.7206926,8917856,602.0
1775733488.4816937,8922672,602.0
1775733532.6337402,8927488,602.0
1775733576.9087288,8932304,602.0
1775733621.537656,8937120,602.0
1775733665.718774,8941936,602.0
1775733710.0952857,8946752,602.0
1775733754.32959,8951568,602.0
1775733798.32169,8956384,602.0
1775733842.2328517,8961200,602.0
1775733886.3524902,8966016,602.0
1775733930.487248,8970832,602.0
1775733974.4087489,8975648,602.0
1775734018.2955294,8980464,602.0
1775734062.7995222,8985280,602.0
1775734106.7770462,8990096,602.0
1775734151.1832745,8994912,602.0
1775734196.1321473,8999728,602.0
1775734240.412986,9004544,602.0
1775734284.5908108,9009360,602.0
1775734328.7566996,9014176,602.0
1775734372.7293272,9018992,602.0
1775734416.9235904,9023808,602.0
1775734460.8891969,9028624,602.0
1775734505.2595868,9033440,602.0
1775734549.1897275,9038256,602.0
1775734593.4847078,9043072,602.0
1775734637.910684,9047888,602.0
1775734682.328686,9052704,602.0
1775734726.6386626,9057520,602.0
1775734770.6246626,9062336,602.0
1775734815.462418,9067152,602.0
1775734859.5809731,9071968,602.0
1775734903.68951,9076784,602.0
1775734948.0646756,9081600,602.0
1775734992.4781592,9086416,602.0
1775735036.8650482,9091232,602.0
1775735080.7044575,9096048,602.0
1775735125.3480668,9100864,602.0
1775735169.4202394,9105680,602.0
1775735213.2781265,9110496,602.0
1775735257.064539,9115312,602.0
1775735301.3068545,9120128,602.0
1775735346.170947,9124944,602.0
1775735390.5617464,9129760,602.0
1775735434.4093935,9134576,602.0
1775735478.454919,9139392,602.0
1775735522.6532633,9144208,602.0
1775735566.8123808,9149024,602.0
1775735610.93765,9153840,602.0
1775735655.33938,9158656,602.0
1775735700.0422623,9163472,602.0
1775735744.2357762,9168288,602.0
1775735788.269214,9173104,602.0
1775735832.624933,9177920,602.0
1775735876.9980435,9182736,602.0
1775735921.2227924,9187552,602.0
1775735965.6635947,9192368,602.0
1775736009.8378637,9197184,602.0
1775736054.3599634,9202000,602.0
1775736099.352185,9206816,602.0
1775736143.7071593,9211632,602.0
1775736187.8097558,9216448,602.0
1775736231.9026349,9221264,602.0
1775736276.0741553,9226080,602.0
1775736320.3228157,9230896,602.0
1775736364.468899,9235712,602.0
1775736408.4585483,9240528,602.0
1775736452.9206045,9245344,602.0
1775736497.2772367,9250160,602.0
1775736541.0684257,9254976,602.0
1775736585.5839524,9259792,602.0
1775736630.2435315,9264608,602.0
1775736674.146632,9269424,602.0
1775736718.3307126,9274240,602.0
1775736762.4207397,9279056,602.0
1775736806.5686145,9283872,602.0
1775736850.7596548,9288688,602.0
1775736894.8246171,9293504,602.0
1775736939.342399,9298320,602.0
1775736983.8398075,9303136,602.0
1775737028.0204039,9307952,602.0
1775737071.873216,9312768,602.0
1775737116.0298786,9317584,602.0
1775737160.2053375,9322400,602.0
1775737204.216198,9327216,602.0
1775737248.2996142,9332032,602.0
1775737292.8000977,9336848,602.0
1775737336.8921335,9341664,602.0
1775737381.0262015,9346480,602.0
1775737425.1217902,9351296,602.0
1775737469.081692,9356112,602.0
1775737513.36891,9360928,602.0
1775737557.6073282,9365744,602.0
1775737601.9729226,9370560,602.0
1775737646.0210311,9375376,602.0
1775737691.5842543,9380192,602.0
1775737736.1461456,9385008,602.0
1775737780.1345863,9389824,602.0
1775737824.4141452,9394640,602.0
1775737869.1217804,9399456,602.0
1775737914.2082846,9404272,602.0
1775737958.374802,9409088,602.0
1775738002.8511472,9413904,602.0
1775738047.136079,9418720,602.0
1775738091.439663,9423536,602.0
1775738136.467172,9428352,602.0
1775738180.656697,9433168,602.0
1775738224.744495,9437984,602.0
1775738268.7229688,9442800,602.0
1775738312.541337,9447616,602.0
1775738356.638763,9452432,602.0
1775738400.9247887,9457248,602.0
1775738445.3795214,9462064,602.0
1775738489.628933,9466880,602.0
1775738534.9471738,9471696,602.0
1775738579.6135798,9476512,602.0
1775738623.9786613,9481328,602.0
1775738668.042754,9486144,602.0
1775738712.441585,9490960,602.0
1775738756.615982,9495776,602.0
1775738801.649004,9500592,602.0
1775738845.818302,9505408,602.0
1775738890.5416453,9510224,602.0
1775738937.7484822,9515040,602.0
1775738983.8912923,9519856,602.0
1775739029.5376315,9524672,602.0
1775739076.2535067,9529488,602.0
1775739121.2621112,9534304,602.0
1775739165.4604857,9539120,602.0
1775739209.7168784,9543936,602.0
1775739253.8976076,9548752,602.0
1775739298.6573722,9553568,602.0
1775739343.0565984,9558384,602.0
1775739387.6484396,9563200,602.0
1775739431.8107395,9568016,602.0
